Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Assets
(billions,
SmartMoney)","Assets
(billions,
Yahoo)","Revenue
(billions,
SmartMoney)","Revenue
(billions,
Yahoo)","Assets
Ratio
(dB)","Revenue
Ratio
(dB)","Total
Diff.
(dB)","Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
CSCO,"Cisco Systems, Inc.",19.0302,0.92113282905,0.85163787703,8.40538206251,0.118971391492,22.3454128959,2.07900138204,1.55539907549,Technology,Computer Communications Equipment,91.759,91.759,46.061,46.061,0.0,0.0,0.0,1.02787999337,0.909373894588,0.868299475754,0.878977952487
CTRN,"Citi Trends, Inc.",14.04,0.221051205031,0.549163996992,6.2268006262,0.160596116695,25.5661333898,3.05473743844,-4.98124099457,Consumer Services,Clothing/Shoe/Accessory Stores,0.314777,0.314777,0.640824,0.640824,0.0,0.0,0.0,-0.0205964574916,0.149939302189,0.350874463611,0.403987511814
CZNC,Citizens & Northern Corp,18.14,None,None,None,None,None,None,None,Finance,Major Banks,1.330873,1.323735,None,0.07741,0.0233556252606,None,None,None,None,None,None
CZWI,"Citizens Community Bancorp, Inc.",5.75,None,None,None,None,None,None,None,Finance,Savings Institutions,0.537755,0.536557,None,0.031891,0.00968592001172,None,None,None,None,None,None
CZFC,Citizens First Corporation,8.15,None,None,None,None,None,None,None,Finance,Major Banks,0.404352,0.403794,None,0.02058,0.00599734105999,None,None,None,None,None,None
CIZN,Citizens Holding Company,18.76,None,None,None,None,None,None,None,Finance,Major Banks,0.858079,0.853945,None,0.044416,0.02097373492,None,None,None,None,None,None
CRBC,"Citizens Republic Bancorp, Inc.",18.82,None,None,None,None,None,None,None,Finance,Major Banks,9.462849,9.462849,None,0.503076,0.0,None,None,None,None,None,None
CTXS,"Citrix Systems, Inc.",60.25,1.17465982182,1.57505998933,15.2849560334,0.0654238061146,38.2525112745,4.1622841489,-3.37033021448,Technology,Computer Software: Prepackaged Software,4.099541,4.099541,2.206392,2.206392,0.0,0.0,0.0,1.20266047232,1.21771708451,0.898982240507,1.37927948996
CHCO,City Holding Company,33.6,None,None,None,None,None,None,None,Finance,Major Banks,2.779015,2.777109,None,0.167748,0.00297965025611,None,None,None,None,None,None
CTEL,City Telecom (H.K.) Limited,4.86,None,None,None,None,None,None,209.785190798,Public Utilities,Telecommunications Equipment,3.537356,0.290701,0.003762,0.215858,10.8523224374,-17.5874935764,28.4398160138,None,0.0919909040847,0.0731367459651,0.0848056023895
CWEI,"Clayton Williams Energy, Inc.",38.31,0.0635258703566,0.850792700221,9.42162312084,0.106138824189,45.0285950856,11.6162926418,-71.1343313326,Energy,Oil & Gas Production,1.226271,1.226271,0.410684,0.426428,0.0,-0.163379301484,0.163379301484,0.084414616869,0.0382520628934,-0.0753907248815,0.206827526546
CDTI,"Clean Diesel Technologies, Inc.",2.3193,-6.53827377689,None,None,None,-155.107717165,-15.2649519728,-2.45819743712,Capital Goods,Pollution Control Equipment,0.041115,0.041115,0.061607,0.061607,0.0,0.0,0.0,-0.958923648568,-6.51327300151,-7.23358302122,-11.4473154362
CLNE,Clean Energy Fuels Corp.,13.13,-0.103447953513,None,None,None,-5.64888567088,-0.425479330419,-1.39409236669,Public Utilities,Natural Gas Distribution,0.942707,0.942707,0.292717,0.292717,0.0,0.0,0.0,-0.143277783829,-0.125093895745,-0.0295527562815,-0.115867378198
CLNT,"Cleantech Solutions International, Inc.",4.86,0.366790308253,0.0464444702678,0.774133854044,1.29176626855,104.641090144,10.8153628685,-3.51253854025,Technology,Industrial Machinery/Components,0.082589,0.082589,0.055579,0.055579,0.0,0.0,0.0,0.101205217364,0.349097831485,0.313369436453,0.703488747712
CLFD,"Clearfield, Inc.",4.69,0.0769215990679,None,None,None,None,None,None,Public Utilities,Telecommunications Equipment,0.03774,0.030302,0.037473,0.035193,0.953306019702,0.27262173568,1.22592775538,0.522082018927,-0.478985181859,0.45178437734,-0.187194818137
CLRO,ClearOne Communications Inc.,3.96,0.148977434267,1.34528156936,14.6088441538,0.0684516851214,2.943621685,0.22052781155,0.738343569493,Technology,Radio And Television Broadcasting And Communications Equipment,0.049559,0.049559,0.046067,0.046067,0.0,0.0,0.0,0.607420970032,0.18587962963,-0.170302591049,-0.0270882715464
CLIR,ClearSign Combustion Corporation,5.15,None,None,None,None,None,None,None,Capital Goods,Industrial Machinery/Components,None,None,None,None,None,None,None,None,None,None,None
CLWR,Clearwire Corporation,2.4,-0.453173605578,None,None,None,-15.8711809586,-1.29696954426,-2.90148551605,Consumer Services,Telecommunications Equipment,9.005201,8.842652,1.253466,1.253466,0.0791087708702,0.0,0.0791087708702,-0.261828695825,-0.514440968518,-0.44181497279,-0.594609785181
CBLI,"Cleveland BioLabs, Inc.",1.31,-5.3484728506,None,None,None,-2.77045007788,-0.31966240922,0.426174014326,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0.032126,0.032127,0.00879,0.00879,-0.000135182631765,0.0,0.000135182631765,-7.37139784946,-3.27204301075,-2.5637260592,-8.18672448299
CKSW,ClickSoftware Technologies Ltd.,7.27,2.41248721512,0.956887324171,9.52452810917,0.104992078194,7.59755074224,0.688896123116,0.70858951108,Technology,Computer Software: Prepackaged Software,0.090632,0.090632,0.087087,0.087087,0.0,0.0,0.0,1.88195592287,2.84423236515,1.47991308547,3.443847487
CSBK,"Clifton Savings Bancorp, Inc.",10.94,None,None,None,None,None,None,None,Finance,Savings Institutions,1.10217,1.10144,None,0.041987,0.00287741463677,None,None,None,None,None,None
CLVS,"Clovis Oncology, Inc.",15.2792,-82.2184294872,None,None,None,-60.659655065,-6.82551626207,7.59550755574,Consumer Durables,Major Pharmaceuticals,0.21339,0.143445,0.0,None,1.72488648586,None,None,-38.3701923077,-126.066666667,None,None
CME,CME Group Inc.,55.57,1.48542155833,1.55627840287,13.1884215559,0.0758240852222,35.7069788397,6.2297349369,-26.5903705293,Finance,Investment Bankers/Brokers/Service,40.951,40.7587,3.2806,3.1637,0.0204418772948,0.157579860498,0.178021737793,1.02979918443,1.55514557061,1.32810195913,2.02863951916
CMSB,"CMS Bancorp, Inc.",7.76,None,None,None,None,None,None,None,Finance,Banks,0.253776,0.253776,None,0.011883,0.0,None,None,None,None,None,None
CCNE,CNB Financial Corporation,16.03,None,None,None,None,None,None,None,Finance,Major Banks,1.611395,1.602207,None,0.076431,0.0248338691138,None,None,None,None,None,None
CISG,CNinsure Inc.,7.97,7.45154159579,0.131718763111,-0.0855838037622,-11.6844537873,60.5077045347,5.20918823907,8.41582214401,Finance,Specialty Insurers,0.521284,0.521289,0.235236,0.240972,-4.16560261883e-05,-0.104627962308,0.104669618334,3.72895019091,3.17216760523,4.1048835705,18.8001650165
COA,Coastal Contacts Inc                    ,5.65,0.938628648241,None,None,None,None,None,-1.07327293174,Health Care,Ophthalmic Goods,0.080766,None,0.153166,None,None,None,None,0.690533736153,0.00514541387025,0.878422619048,2.18041282389
COBZ,CoBiz Financial Inc.,7.01,None,None,None,None,None,None,None,Finance,Major Banks,2.42604,2.423504,None,0.14722,0.00454216275386,None,None,None,None,None,None
COBR,Cobra Electronics Corporation,3.56,0.131906622345,None,19.3770788025,0.051607366115,-1.31344014355,0.519718373514,-6.51062387869,Technology,Radio And Television Broadcasting And Communications Equipment,0.080595,0.080595,0.123259,0.123259,0.0,0.0,0.0,-0.0695924261874,-0.0668116370392,0.190828466364,0.473202086241
COKE,Coca-Cola Bottling Co. Consolidated,67.8,0.0146752002355,None,113.646912928,0.00879918313867,-100.366629321,1.62249530227,-116.591582344,Consumer Non-Durables,Beverages (Production/Distribution),1.36117,1.36117,1.561239,1.561239,0.0,0.0,0.0,0.030087310299,0.0233709047948,-0.00269472144891,0.00793730729702
CDXS,"Codexis, Inc.",2.22,-0.339121851972,None,None,None,-4.51098464192,-0.505023491149,0.539250269565,Basic Industries,Major Chemicals,0.135922,0.135922,0.123865,0.123865,0.0,0.0,0.0,-0.105455142951,-0.51168750965,-0.400222903316,None
CVLY,"Codorus Valley Bancorp, Inc",14.9999,None,None,None,None,None,None,None,Finance,Savings Institutions,1.016305,1.012132,None,0.052769,0.0178690630246,None,None,None,None,None,None
JVA,"Coffee Holding Co., Inc.",6.93,-0.114188143227,None,None,None,-2.65895284716,-0.0690435626794,-1.96851722037,Consumer Non-Durables,Beverages (Production/Distribution),0.038778,0.038779,0.146755,0.146755,-0.000111993625831,0.0,0.000111993625831,-0.670065593321,0.345726023068,0.228220858896,-0.360633861551
CCOI,"Cogent Communications Group, Inc.",20.9416,-0.00304181332972,None,None,None,-4.68164060378,-0.053903473018,-4.1426058736,Technology,Computer Software: Prepackaged Software,0.597651,0.597651,0.3055,0.3055,0.0,0.0,0.0,-0.00281102406761,0.0010875176328,-0.00987657117707,-0.000567175707012
CGNX,Cognex Corporation,35.55,0.821410386795,1.97432245911,21.5966226197,0.0463035363264,18.0061771754,1.51283898769,2.87778729853,Capital Goods,Industrial Machinery/Components,0.611881,0.611881,0.321914,0.321914,0.0,0.0,0.0,1.2883149509,1.19109778402,-0.00337530480414,0.809604117068
CTSH,Cognizant Technology Solutions Corporation,66.98,1.06852256261,1.45236957691,14.8297248065,0.0674321346515,46.1177382568,4.31955495992,2.92218865757,Technology,EDP Services,5.507933,5.507933,6.121156,6.121156,0.0,0.0,0.0,1.1576203788,1.10316207416,1.08316520028,0.930142597209
COGO,"Cogo Group, Inc.",2.44,-0.217510511053,None,None,None,-0.698651929049,-0.0530665974872,-0.167985954176,Capital Goods,Electrical Products,0.406742,0.406735,0.564737,0.564728,7.47424050931e-05,6.92124206985e-05,0.000143954825792,-3.43039579468,-0.383429187635,-0.760174364682,3.70395730279
COHR,"Coherent, Inc.",46.58,0.212659531322,None,None,None,None,None,None,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0.880772,0.843266,0.769088,0.802834,0.188989096579,-0.186497214092,0.375486310671,0.297077209457,0.302032874356,0.116038268157,0.135489773315
COHU,"Cohu, Inc.",9.42,0.106104507902,1.91262402673,22.7727831987,0.0439120678081,4.92517079592,0.351906795423,1.40610284169,Capital Goods,Electrical Products,0.361608,0.361608,0.308968,0.308968,0.0,0.0,0.0,0.0685887458139,0.220468149736,0.132537625361,0.00282351069753
CSTR,"Coinstar, Inc.",46.98,0.329560328416,0.500843880661,5.87546845964,0.170199194646,93.801685144,11.3520007511,-19.7183223667,Consumer Services,Other Consumer Services,1.46795,1.46795,1.845372,1.845372,0.0,0.0,0.0,0.449883971969,0.372675442296,0.0969788758363,0.398703023561
CWTR,"Coldwater Creek, Inc.",5.46,-0.0642132446752,None,None,None,-20.1091464789,-1.20704780911,-8.03866838783,Consumer Services,Clothing/Shoe/Accessory Stores,0.413115,0.413115,0.761221,0.773021,0.0,-0.0668053141103,0.0668053141103,-0.170541512531,-0.101883918064,-0.0386125612868,0.0541850131814
CCIX,"Coleman Cable, Inc.",8.91,0.255942231481,None,15.247439844,0.0655847808047,-1.27292036343,1.94055018566,-20.67842222,Basic Industries,Telecommunications Equipment,0.405736,0.405736,0.867356,0.867356,0.0,0.0,0.0,0.19824052766,-0.020570019285,0.112047587882,0.734050829664
JACQU,COLLABRIUM JAPAN ACQUISITION CORPORATION,10.09,None,None,None,None,None,None,None,Finance,Business Services,None,None,None,None,None,None,None,None,None,None,None
CLRX,"CollabRx, Inc.",3.94,None,None,None,None,None,None,3.75953127922,Technology,Industrial Machinery/Components,0.008662,0.008662,0.0001,0.0001,0.0,0.0,0.0,None,-0.111092789687,-0.655214723926,-0.748753073411
CLCT,"Collectors Universe, Inc.",10.22,0.941961862453,1.00209734759,10.0236153662,0.0997644027099,10.19860997,0.905767450596,1.14093546403,Miscellaneous,Business Services,0.036445,0.036445,0.048359,0.048359,0.0,0.0,0.0,1.78782509288,1.99738789068,0.0425163034834,-0.0598818372403
COBK,"Colonial Financial Services, Inc.",12.89,None,None,None,None,None,None,None,Finance,Savings Institutions,0.605615,0.603814,None,0.025876,0.0129344498943,None,None,None,None,None,None
CBAN,"Colony Bankcorp, Inc.",3.8,None,None,None,None,None,None,None,Finance,Major Banks,1.198036,1.195376,None,0.061744,0.00965336346185,None,None,None,None,None,None
COLB,"Columbia Banking System, Inc.",17.23,None,None,None,None,None,None,None,Finance,Major Banks,4.819512,4.785945,None,0.241988,0.0303536254794,None,None,None,None,None,None
CBRX,"Columbia Laboratories, Inc.",0.6049,-1.94651183027,None,None,None,-0.884161218902,-0.0968725560499,0.0845643415964,Consumer Durables,Major Pharmaceuticals,0.036082,0.036083,0.043062,0.043062,-0.000120361527591,0.0,0.000120361527591,-0.441918528252,-2.81132376396,-2.63556034483,-1.89724468404
COLM,Columbia Sportswear Company,57.89,0.237092317979,1.6582948474,16.2451817255,0.0615567136704,34.9093528758,3.67974033971,-1.88805052133,Consumer Non-Durables,Apparel,1.382542,1.382542,1.693985,1.693985,0.0,0.0,0.0,0.107264198032,0.0118397133197,0.463959971374,0.36530538919
CMCO,Columbus McKinnon Corporation,14.9,0.188999676354,6.1422608746,17.7758661678,0.0562560491037,2.42581686194,1.60421782844,-13.6163614225,Capital Goods,Construction/Ag Equipment/Trucks,0.515407,0.515407,0.591945,0.591945,0.0,0.0,0.0,0.0917507485595,0.184281234296,0.0587605772406,0.421206145318
CBMX,CombiMatrix Corporation,0.27,-1.53526932285,None,None,None,-2.41626842117,-0.289150594885,0.475237527677,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0.009448,0.009448,0.004558,0.004558,0.0,0.0,0.0,-3.92349503214,1.6284082798,-2.08497088108,-1.76101965798
CBMXW,CombiMatrix Corporation,0.01,None,None,None,None,None,None,None,Capital Goods,Biotechnology: Laboratory Analytical Instruments,None,None,None,None,None,None,None,None,None,None,None
CMCSA,Comcast Corporation,37.08,0.172881855477,5.39430736611,17.2445205107,0.0579894349268,6.87391308715,4.16950809486,-34.8211678614,Consumer Services,Television Services,157.818,157.818,55.842,55.842,0.0,0.0,0.0,0.210514102106,0.163524629827,0.146628494725,0.170860195248
CMCSK,Comcast Corporation,35.95,0.172881855477,5.22991774033,16.9735053276,0.0589153495817,6.87391308715,4.16950809486,-34.8211678614,Consumer Services,Television Services,157.818,None,55.842,None,None,None,None,0.210514102106,0.163524629827,0.146628494725,0.170860195248
CBSH,"Commerce Bancshares, Inc.",35.57,None,None,None,None,None,None,None,Finance,Major Banks,20.787098,20.649367,None,1.1017,0.0288712049049,None,None,None,None,None,None
CVGI,"Commercial Vehicle Group, Inc.",8.4,-0.0598114527285,None,None,None,-14.3744461291,-0.383231277006,-10.542133359,Capital Goods,Auto Parts:O.E.M.,0.406884,0.406884,0.832022,0.832022,0.0,0.0,0.0,-0.030406605908,0.00299738219895,-0.0902618234503,-0.121574763755
CTCH,Commtouch Software Ltd.,3.08,0.598965019749,1.51113406672,16.4253398403,0.0608815409436,2.03820433132,0.162138609719,0.416818234136,Consumer Services,Telecommunications Equipment,0.039534,0.039534,0.023016,0.023016,0.0,0.0,0.0,0.7845079678,0.529079538792,0.470272572402,0.612
JCS,"Communications Systems, Inc.",10.33,0.394328381931,0.490884665911,4.19158261145,0.238573372565,21.043639611,1.84450236516,2.59861595942,Public Utilities,Telecommunications Equipment,0.116658,0.116659,0.143775,0.143775,-3.72278472556e-05,0.0,3.72278472556e-05,0.491439688716,0.32930845225,0.506681297245,0.249884089511
CBIN,"Community Bank Shares of Indiana, Inc.",13.2,None,None,None,None,None,None,None,Finance,Major Banks,0.797354,0.797354,None,0.042722,0.0,None,None,None,None,None,None
CFFC,Community Financial Corp.,5.63,None,None,None,None,None,None,None,Finance,Savings Institutions,0.503906,0.503907,None,0.03014,-8.61855288478e-06,None,None,None,None,None,None
CPBC,Community Partners Bancorp,5.7,None,None,None,None,None,None,None,Finance,Major Banks,0.675178,0.674554,None,0.033771,0.0040156086692,None,None,None,None,None,None
CTBI,"Community Trust Bancorp, Inc.",32.54,None,None,None,None,None,None,None,Finance,Major Banks,3.613259,3.591179,None,0.202292,0.0266204031015,None,None,None,None,None,None
CWBC,Community West Bancshares,2.9,None,None,None,None,None,None,None,Finance,Major Banks,0.633348,0.633348,None,0.039656,0.0,None,None,None,None,None,None
CVLT,"CommVault Systems, Inc.",67.47,3.17785673067,2.81131608892,29.8904545011,0.0334554966357,23.9994358037,2.18549878757,2.14444792801,Technology,Computer Software: Prepackaged Software,0.432688,0.432688,0.406639,0.406639,0.0,0.0,0.0,4.36186408648,2.72276687091,3.18910413867,2.43769182662
GNOM,"Complete Genomics, Inc.",3.16,-1.89743652052,None,None,None,-30.6296130165,-3.1658500411,1.02888739449,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0.130203,0.130203,0.019344,0.019344,0.0,0.0,0.0,-1.49714546511,-1.69426360118,-2.50090049527,None
GSJK,"Compressco Partners, L.P.",16.8,0.0504880652457,3.38949159361,33.8256277529,0.0295633833407,4.95649554986,0.497090971662,-0.0144141667579,Energy,Oilfield Services/Equipment,0.206344,0.206344,0.095179,0.095179,0.0,0.0,0.0,0.0441407712467,0.0568353592446,None,None
CGEN,Compugen Ltd.,4.65,-0.975280553369,None,None,None,-1.98274909723,-0.234292936908,0.360180271851,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.029081,0.029081,0.0,None,0.0,None,None,-1.18175438596,-0.596864839758,-0.91498086386,-1.20752212389
CPSI,"Computer Programs and Systems, Inc.",50.45,1.96036781701,0.919787615506,9.19136696386,0.108797745094,54.8496187049,5.44080999454,0.441518759537,Technology,EDP Services,0.075644,0.075645,0.173476,0.173476,-5.74125656077e-05,0.0,5.74125656077e-05,2.43723947691,2.0823550338,1.3673013245,1.95457543281
CTGX,"Computer Task Group, Incorporated",18.32,0.41053674944,5.00869314963,36.1977376505,0.0276260359047,3.65764071639,0.559680361687,-1.93916290048,Technology,EDP Services,0.147492,0.147492,0.396275,0.396275,0.0,0.0,0.0,0.510571903639,0.424927003352,0.16842638176,0.538221709007
CPWR,Compuware Corporation,9.39,0.374795721373,2.04934758409,15.1380343322,0.0660587747426,4.58194601681,0.935776927962,-4.77582326281,Technology,Computer Software: Prepackaged Software,2.167538,2.167538,1.009772,1.009772,0.0,0.0,0.0,0.312691430709,0.285271074432,0.450254372138,0.450966008214
SCOR,"comScore, Inc.",13.27,0.716822033841,1.51176350398,13.9601087951,0.0716326795642,8.77782799036,1.13435570639,-2.56572907356,Miscellaneous,Business Services,0.320057,0.320057,0.232392,0.232392,0.0,0.0,0.0,0.37213010584,0.696269999053,1.07426913889,0.72461889158
CHCI,"Comstock Holding Companies, Inc.",1.29,None,None,None,None,None,None,-1.18091584693,Capital Goods,Homebuilding,0.046379,0.046379,0.022209,0.022209,0.0,0.0,0.0,None,None,None,None
CMTL,Comtech Telecommunications Corp.,25.34,1.13755287014,0.324931089802,2.84016725117,0.352091940919,77.9857661988,7.35293240019,4.4564421969,Technology,Radio And Television Broadcasting And Communications Equipment,0.719778,0.719778,0.42507,0.42507,0.0,0.0,0.0,0.509253368263,1.19218305492,1.54272101911,1.30605403826
CNSI,Comverse Inc.,28.86,None,None,None,None,None,None,None,Miscellaneous,Business Services,None,None,None,None,None,None,None,None,None,None,None
CPTS,"Conceptus, Inc.",20.73,-0.114082199354,None,None,None,-1.16659257752,-0.0913394651073,-0.253197926442,Health Care,Medical/Dental Instruments,0.263584,0.263584,0.126981,0.126981,0.0,0.0,0.0,0.79970176646,-3.33725067385,1.75479205502,0.326428054953
CNQR,"Concur Technologies, Inc.",64.62,1.03681419337,2.82830329693,28.6254817866,0.0349339098449,22.8476203631,2.24275431452,0.420077217946,Technology,Computer Software: Prepackaged Software,1.221274,1.221274,0.439826,0.439826,0.0,0.0,0.0,0.907377501223,0.921159177358,1.16008270892,1.15863738598
CCUR,Concurrent Computer Corporation,5.375,0.174983135017,1.09751476385,11.1945588268,0.089329112069,4.89742842379,0.399789081547,0.899537608319,Technology,Computer Manufacturing,0.050873,0.050873,0.060297,0.060297,0.0,0.0,0.0,-0.149088880625,0.149430313482,0.422574809678,0.277016297534
CNMD,CONMED Corporation,27.4,0.177057655038,5.88396147174,23.8104317464,0.0419983984604,4.65672661719,1.64681841962,-11.811457579,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.935594,0.935594,0.725077,0.725077,0.0,0.0,0.0,0.27395319598,0.109290147098,0.0279608937396,0.297026383333
CTWS,"Connecticut Water Service, Inc.",30.96,-0.0540273888729,None,None,None,-69.2025921188,-3.01432704986,-39.0593216202,Public Utilities,Water Supply,0.464831,0.464831,0.069402,0.069402,0.0,0.0,0.0,-0.0441287356712,-0.0625872729342,-0.0500515603015,-0.0593419865847
CONN,"Conn&#39;s, Inc.",27.65,0.0345590077865,None,299.608814,0.00333768551949,-11.6434150022,0.13567755228,-13.000190525,Consumer Services,Consumer Electronics/Video Chains,0.783298,0.783298,0.653684,0.792302,0.0,-0.835228971949,0.835228971949,0.395023459734,0.37560587325,-0.301672293319,-0.330721008519
CNSL,"Consolidated Communications Holdings, Inc.",15.18,0.0219327457572,None,71.2530286192,0.0140344911561,-20.2788320428,0.578891082484,-26.0677428677,Public Utilities,Telecommunications Equipment,1.194069,1.194069,0.374263,0.374263,0.0,0.0,0.0,0.0406073215589,0.0247107380667,0.0321011311723,-0.00968820776909
CWCO,Consolidated Water Co. Ltd.,7.53,0.00335263873687,4.12547296012,241.91663826,0.00413365532521,1.82524526831,0.024598298658,1.57926228173,Public Utilities,Water Supply,0.160859,0.160859,0.055154,0.055154,0.0,0.0,0.0,-0.00973120290707,-0.0343775549722,0.0670788470469,-0.00955953422009
CTCT,"Constant Contact, Inc.",13.18,0.60434898873,0.753273115387,7.03540417257,0.142138244722,17.4969738476,1.45617618686,2.935211979,Technology,Advertising,0.221378,0.221378,0.21442,0.21442,0.0,0.0,0.0,0.371816981668,0.466239122553,0.699046023886,0.880293826812
CPSS,"Consumer Portfolio Services, Inc.",5.03,None,None,None,None,None,None,-37.5067419844,Finance,Finance: Consumer Services,0.891747,0.89005,0.143131,0.143131,0.00827252440799,0.0,0.00827252440799,None,None,None,None
CPNO,"Copano Energy, L.L.C.",31.29,0.029953786564,None,93.9877844048,0.0106396805322,-12.7556681845,0.524429457172,-17.9999627562,Public Utilities,Natural Gas Distribution,2.064597,2.064597,1.381272,1.345223,0.0,0.114849241716,0.114849241716,0.0341882451962,0.0221484488798,0.0482578822508,0.0152205699294
CPRT,"Copart, Inc.",30.3,0.291527076743,1.7088122411,15.8763309059,0.0629868453817,17.7316145515,2.13881512967,-3.65653674518,Consumer Durables,Automotive Aftermarket,1.155066,1.155066,0.924191,0.924191,0.0,0.0,0.0,0.264740449661,0.308650914451,0.278673039508,0.314043903354
CORT,Corcept Therapeutics Incorporated,1.41,-409.537437687,None,None,None,-2.77154266692,-0.311827672544,0.346734058514,Consumer Durables,Major Pharmaceuticals,0.039833,0.039833,0.0,None,0.0,None,None,-537.354901961,-437.060784314,-352.41372549,-311.320338983
CORE,"Core-Mark Holding Company, Inc.",45.92,0.357513431114,2.87840048333,15.3052952742,0.0653368642738,15.9533047142,5.64845003662,-40.531195652,Consumer Non-Durables,Food Distributors,0.8702,0.8702,8.1149,8.1149,0.0,0.0,0.0,0.085088293002,0.502426837973,0.342538593482,0.5
COCO,"Corinthian Colleges, Inc.",2.21,0.284678586426,0.125973622074,3.19220177589,0.313263405701,17.5433552168,2.25232222109,-4.97986699405,Consumer Services,Other Consumer Services,1.064513,1.064513,1.605472,1.605472,0.0,0.0,0.0,0.129751823684,-0.0365091188575,0.550778123417,0.494693517459
CSOD,"Cornerstone OnDemand, Inc.",27.9,0.0387146118945,90.5800486728,4588.59518724,0.000217931623775,0.308014848842,0.00602629933917,0.24775185545,Technology,Computer Software: Prepackaged Software,0.135362,0.135362,0.073022,0.073022,0.0,0.0,0.0,0.121720453794,-0.0442912300055,None,None
CRTX,Cornerstone Therapeutics Inc.,5.19,10.0162241207,0.442768475023,4.11521016987,0.243000954683,11.7217017308,1.1099294825,0.622406905786,Consumer Durables,Major Pharmaceuticals,0.232314,0.232314,0.101422,0.101422,0.0,0.0,0.0,10.0555747623,19.3698930782,5.43739612188,5.20203252033
CNDO,"Coronado Biosciences, Inc.",4.56,-235.03597561,5.87665811704,None,-0.0,0.77595121397,-0.0,0.77595121397,Consumer Durables,Major Pharmaceuticals,0.023375,0.023375,0.0,None,0.0,None,None,-267.22195122,-202.85,None,None
CRVL,CorVel Corp.,42.19,0.384970209672,0.989278412461,9.90382746819,0.100971064289,42.6472461833,4.75443637225,-4.89711753929,Finance,Specialty Insurers,0.171882,0.171882,0.412668,0.412668,0.0,0.0,0.0,0.333241832975,0.437123422603,0.435857628228,0.333657954884
COSI,"Cosi, Inc.",0.585,-0.113958230678,None,None,None,-1.28367071283,-0.112002008014,-0.163650632693,Consumer Services,Restaurants,0.024705,0.024705,0.102135,0.102135,0.0,0.0,0.0,-0.118690263479,-0.145424847839,-0.113356829381,-0.0783609820134
CSGP,"CoStar Group, Inc.",86.1,0.707895141203,2.48976067875,36.9443911302,0.0270677082341,34.5816369963,1.912025503,15.4613819663,Miscellaneous,Business Services,0.771035,0.771035,0.251738,0.251738,0.0,0.0,0.0,0.220959113489,0.740651594164,0.88025467294,0.989715184219
COST,Costco Wholesale Corporation,104.59,0.121677616159,3.227036816,23.1236676251,0.0432457348986,32.4105382007,5.49994588869,-22.5889206862,Consumer Services,Department/Specialty Retail Stores,27.14,27.14,99.137,99.137,0.0,0.0,0.0,0.12087325784,0.146882640587,0.129132676369,0.0898218898416
CPAH,CounterPath Corporation,2.17,-1.72288898156,None,None,None,-0.835371106977,-0.0887075308994,0.0517042020166,Miscellaneous,Business Services,0.021543,0.021544,0.014083,0.014083,-0.000201589566218,0.0,0.000201589566218,-0.25175879397,-0.818782791186,-2.01789819376,-3.80311614731
CRRC,Courier Corporation,11.33,0.0400694476663,None,None,None,None,None,-4.54488069688,Consumer Services,Publishing,0.19736,0.213026,0.26132,0.259375,-0.331734761938,0.0324453546161,0.364180116554,0.0572743533928,0.0158913247532,0.0545799622411,0.032532150278
CVTI,"Covenant Transportation Group, Inc.",5.23,0.00273767385909,None,353.659428666,0.00282757907452,-22.8234440012,0.0816315272073,-23.6397592732,Transportation,Trucking Freight/Courier Services,0.439825,0.439825,0.652627,0.652627,0.0,0.0,0.0,-0.033648857741,0.0926737250821,-0.0266558407514,-0.0214183311534
COWN,"Cowen Group, Inc.",2.23,None,None,None,None,None,None,-7.13935865534,Finance,Investment Bankers/Brokers/Service,1.560399,1.535838,0.254714,0.226292,0.0689025453342,0.513836152033,0.582738697367,None,None,None,None
CRAI,"CRA International,Inc.",17.76,0.554952835678,0.586449670185,6.20628140286,0.161127079984,30.2839287034,3.30122764319,-2.7283477285,Miscellaneous,Other Consumer Services,0.372343,0.372107,0.305228,0.305228,0.00275353619887,0.0,0.00275353619887,0.676202417089,0.233147155198,0.426243337687,0.884218432738
CBRL,"Cracker Barrel Old Country Store, Inc.",60.98,0.0338023251148,None,40.5117318268,0.0246842076334,-14.8442636172,2.48508554177,-39.6951190349,Consumer Services,Restaurants,1.474974,1.418992,2.580195,2.580195,0.168044178895,0.0,0.168044178895,0.0571379668589,0.00403349891616,0.0542553665073,0.0197824681769
BREW,"Craft Brew Alliance, Inc.",6.24,-0.0669545271951,None,None,None,-8.4406224248,-0.560056345771,-2.84005896709,Consumer Non-Durables,Beverages (Production/Distribution),0.158908,0.158908,0.149197,0.149197,0.0,0.0,0.0,-0.0144088587401,-0.0158753614786,-0.0350601163081,-0.202473772253
